timestamp,model,fusion,scoring,gdelt,risk_level,agg_mode,missing,tranche,mae,rmse,r2,log_r2,spearman,smape,n,notes
2026-07-15T16:00:36,EdgeGAT,edge,bilateral,True,bilateral,first,median,1M,11517088.61,77586683.39,-0.0222,-11.8351,0.1314,169.08,17372,
2026-07-15T16:00:36,EdgeGAT,edge,bilateral,True,bilateral,first,median,10M,58884865.56,195808597.45,-0.0996,-32.6519,0.0077,191.65,2723,
2026-07-15T16:00:36,EdgeGAT,edge,bilateral,True,bilateral,first,median,100M,380561192.52,628598042.46,-0.5788,-93.1593,-0.0808,199.04,258,
2026-07-15T16:05:07,EdgeGNN_full,edge_full,ka_ka,True,bilateral,first,median,all,1746039.62,29064432.02,-0.002,0.1104,0.3508,128.16,123777,
2026-07-15T16:05:07,EdgeGNN_full,edge_full,ka_ka,True,bilateral,first,median,1M,11454455.94,77577147.2,-0.022,-10.4807,0.1196,164.86,17372,
2026-07-15T16:05:07,EdgeGNN_full,edge_full,ka_ka,True,bilateral,first,median,10M,58766597.8,195789093.51,-0.0993,-30.7057,-0.0035,189.4,2723,
2026-07-15T16:05:07,EdgeGNN_full,edge_full,ka_ka,True,bilateral,first,median,100M,380518021.49,628571268.7,-0.5787,-91.1187,-0.1354,199.0,258,
2026-07-15T16:33:18,EdgeGAT_full,edge_full,ka_ka,True,bilateral,first,median,all,1834623.74,29046415.8,-0.0008,0.0629,0.391,128.75,123777,
2026-07-15T16:33:18,EdgeGAT_full,edge_full,ka_ka,True,bilateral,first,median,1M,11219089.37,77511001.1,-0.0202,-7.7535,0.1084,147.02,17372,
2026-07-15T16:33:18,EdgeGAT_full,edge_full,ka_ka,True,bilateral,first,median,10M,58186557.23,195639004.58,-0.0977,-24.6905,-0.0068,180.4,2723,
2026-07-15T16:33:18,EdgeGAT_full,edge_full,ka_ka,True,bilateral,first,median,100M,379979353.53,628293704.85,-0.5773,-79.8734,-0.1298,197.84,258,
2026-07-15T16:34:40,EdgeGATv2_full,edge_full,ka_ka,True,bilateral,first,median,all,1739905.87,29054337.08,-0.0013,0.1587,0.4083,126.38,123777,
2026-07-15T16:34:40,EdgeGATv2_full,edge_full,ka_ka,True,bilateral,first,median,1M,11359774.67,77549022.43,-0.0212,-9.4227,0.1192,157.8,17372,
2026-07-15T16:34:40,EdgeGATv2_full,edge_full,ka_ka,True,bilateral,first,median,10M,58516448.24,195724394.25,-0.0986,-28.2236,0.0033,185.75,2723,
2026-07-15T16:34:40,EdgeGATv2_full,edge_full,ka_ka,True,bilateral,first,median,100M,380253516.52,628454773.77,-0.5781,-85.3022,-0.1718,198.4,258,
2026-07-15T16:35:54,EdgeGNN_full,edge_full,tk_tk,True,bilateral,first,median,all,1770240.26,29089289.7,-0.0037,-12.8319,nan,200.0,123777,
2026-07-15T16:35:54,EdgeGNN_full,edge_full,tk_tk,True,bilateral,first,median,1M,11833154.06,77645309.55,-0.0238,-185.9641,nan,200.0,17372,
2026-07-15T16:35:54,EdgeGNN_full,edge_full,tk_tk,True,bilateral,first,median,10M,59332879.56,195933055.56,-0.101,-321.6653,nan,200.0,2723,
2026-07-15T16:35:54,EdgeGNN_full,edge_full,tk_tk,True,bilateral,first,median,100M,380999815.88,628835313.5,-0.58,-603.1707,nan,200.0,258,
2026-07-15T16:39:14,EdgeGAT_full,edge_full,tk_tk,True,bilateral,first,median,all,1754974.43,29055758.28,-0.0014,0.1238,0.4045,127.33,123777,
2026-07-15T16:39:14,EdgeGAT_full,edge_full,tk_tk,True,bilateral,first,median,1M,11347994.6,77551479.61,-0.0213,-8.5473,0.1197,158.03,17372,
2026-07-15T16:39:14,EdgeGAT_full,edge_full,tk_tk,True,bilateral,first,median,10M,58538944.12,195731777.57,-0.0987,-26.8818,-0.0049,185.82,2723,
